pslist.nproc,pslist.nppid,pslist.avg_threads,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,malfind.ninjections,malfind.commitCharge,psxview.not_in_pslist,callbacks.ncallbacks,Class
51,33,34.53248102543199,1219,20.364165292453684,20258,312.14276181425623,9,5,0,4,26,1,55,Malware
98,26,30.625893344166784,3340,30.575266766096746,27232,333.94304088209435,10,7,1,6,8,2,28,Malware
85,12,32.90675908085308,2227,20.15290345999837,29039,410.42099959154285,1,7,2,5,31,2,24,Benign
62,23,28.663227091262897,4951,44.90230211496662,19104,291.38824834886697,2,4,4,5,18,1,11,Malware
65,12,18.690447232107424,2728,16.196625632696808,22786,271.0352294589288,1,6,0,3,34,2,58,Benign
49,22,11.163027494440552,4585,57.41210422904232,25760,215.3333827091609,4,0,0,1,33,2,23,Malware
91,24,11.242404707292014,1201,14.49094700636411,18948,151.2157402870365,12,4,2,3,40,2,27,Malware
55,27,9.55048545100031,2889,57.1730357139938,16590,176.13701643041324,11,2,3,5,9,1,83,Malware
95,23,21.399486509101912,3079,51.66474857602033,29610,100.21113747433294,11,3,2,3,20,2,15,Malware
69,30,32.59899568590927,4160,44.035606030669015,23501,447.76865911426694,5,0,3,5,40,0,30,Malware
46,35,34.753942101372985,4273,55.61508277827418,29935,405.98335795955273,6,0,2,0,47,1,32,Benign
30,12,13.618994001102944,2713,16.960939675868843,27193,187.47297152758256,2,2,1,2,46,0,26,Benign
90,28,25.91943620890188,4776,18.815738709345766,27414,100.95603623820213,9,3,4,0,2,1,48,Benign
72,17,22.912940468311334,4743,22.60762960294079,21791,296.84652194481566,1,2,3,3,43,2,72,Benign
71,13,19.668083506289335,4364,22.240576338294545,10680,265.0292797260282,5,1,3,0,39,0,59,Benign
54,13,24.97305931436124,3763,25.542413546358006,26059,410.40264853682345,6,6,0,8,21,1,80,Malware
68,28,16.140890569402067,1752,38.78154491365467,19854,261.1582026790071,5,9,3,5,14,1,15,Malware
64,20,33.334543252803485,2016,11.408630565255232,17893,445.6451230095034,4,8,1,5,30,0,74,Malware
32,10,26.163466031190108,1114,29.11362975199879,10503,138.33529162610114,10,2,4,4,42,1,27,Malware
73,17,27.626032759773345,3769,22.319256394629825,11224,246.3432345010192,1,8,3,0,46,0,44,Benign
80,24,12.272662850182218,2245,40.3314924026361,12605,473.57635946749224,6,7,0,0,17,1,56,Benign
41,10,10.057460104928584,4980,59.25846655257678,23476,104.69184893075152,9,4,4,0,33,0,76,Benign
48,16,16.830223792829692,3229,35.88273060916863,28910,256.3157696027698,2,5,3,5,11,2,74,Malware
73,30,28.00017456008462,3818,31.28426195592169,21520,203.88130402661236,4,0,1,1,42,0,12,Benign
88,29,33.163877292585724,1468,28.412177257255806,16062,312.74428897723124,9,5,1,0,48,2,91,Benign
78,29,17.819894779220235,1425,49.247460943992884,14170,211.50672011145122,3,8,4,0,37,2,24,Benign
90,33,28.22470377491498,2575,13.599046582536348,18107,447.9632181845889,10,6,0,3,8,2,23,Malware
46,20,19.112228584004285,2865,57.98852572300608,6484,474.85530114130967,1,8,1,3,4,0,46,Malware
86,36,13.856847486663913,1833,30.89589429940228,24760,439.65371882957623,4,4,2,0,39,2,26,Benign
84,38,27.17795452177543,4131,25.68503629125565,27756,259.4271380911797,1,4,2,4,42,1,25,Malware
76,23,28.946064019439817,3028,58.703405819985065,11326,495.97350621447947,3,4,3,4,11,0,38,Malware
41,31,11.085223822420406,3532,56.79394316216,5466,394.01452664967667,12,5,1,4,21,0,28,Malware
91,25,14.15508506135992,1010,42.09670698828605,9933,242.2435746514476,6,3,2,0,4,0,97,Benign
37,23,19.843305304209867,4703,10.925368742520066,19539,137.47712847951803,1,9,3,0,47,1,29,Benign
50,21,10.595654893006301,2408,47.42674881032859,5974,366.8185665526915,4,8,3,0,43,0,30,Benign
99,26,32.86502896261378,4481,26.777870002100066,17910,391.426977692734,5,6,3,2,13,2,32,Malware
54,23,22.74001737682245,3089,29.414011542713055,10187,148.9836531553844,7,2,0,2,31,1,79,Malware
41,19,8.63609832115078,2725,17.93710644886943,12012,319.8945407185031,6,9,3,3,4,2,81,Malware
44,33,10.520895940473862,3170,36.17290419324497,19021,494.83519362152816,8,6,0,0,16,0,20,Benign
88,38,33.630660359745335,3748,47.22762981018831,28856,230.49684099965475,5,2,2,4,40,2,64,Malware
55,23,27.145057570898548,3299,23.650555904653423,7651,220.75800897314554,9,2,3,5,49,2,70,Malware
55,27,27.03215253514958,1972,56.93664540216876,23183,461.3208664371857,5,3,2,2,42,1,46,Malware
76,31,7.174957820151636,1603,19.736842800147716,19963,146.96641786602225,13,1,1,2,22,1,19,Malware
61,18,31.858965131268413,4555,13.313117029721669,22399,473.4110013500935,7,7,0,0,30,1,26,Benign
39,26,18.31206087675814,1212,42.21819366749505,11238,411.79482410939573,0,0,2,0,16,0,85,Benign
45,15,24.791519679197787,4901,52.46593659400234,20132,256.33616357316794,10,9,3,8,4,1,59,Malware
46,17,33.79067657342042,4785,57.65664296537561,14648,133.41904814086067,1,0,2,0,25,1,26,Benign
52,35,8.000371410696708,3315,48.35855052582594,21020,107.6698165015138,6,0,3,1,39,1,52,Benign
55,22,19.46829378459736,4053,19.982500575303618,13560,250.33247857511233,1,3,4,5,42,2,35,Malware
36,27,6.4883820998579536,4738,58.88305924018652,27806,382.1414337907378,5,0,0,5,45,0,33,Malware
43,14,19.986362699711464,3754,55.97179380144213,11047,295.0116853875609,7,2,1,3,48,1,75,Benign
36,15,12.56778231462713,1539,18.158371138122373,27933,395.460757124236,9,6,2,0,23,1,43,Benign
38,30,32.331965878216124,1705,37.93929134576622,11589,368.2283394904438,7,2,2,2,46,0,97,Malware
77,28,16.954774828192605,4995,37.77587129654894,19658,329.16287574734656,8,1,4,4,45,2,87,Malware
88,13,24.016173381562375,4058,32.12673890647354,19965,486.9996322899418,11,9,3,4,2,1,67,Malware
68,16,30.80861794443647,2758,59.21406651298444,27600,391.353773741388,8,5,1,5,32,1,95,Malware
47,13,34.510755752515294,3666,12.98111185901106,17805,465.8453796725769,2,7,3,1,3,2,93,Malware
88,34,20.11458110985638,2684,41.36044542217923,6344,196.86422572801138,6,3,3,4,21,2,25,Malware
46,20,18.672731085843676,2158,20.265181133940505,25501,385.45585071088044,6,3,2,5,8,2,25,Malware
43,21,7.272189358893762,1497,36.36656023654798,29754,339.12114536606373,7,1,2,0,39,2,81,Benign
60,23,5.382168300116451,4068,48.98703858937594,14324,469.71843873554127,9,4,2,0,4,1,11,Benign
53,22,23.264062774954883,4678,22.33634015842732,12539,304.18120704974933,2,9,0,5,27,1,97,Malware
89,38,6.96393056442938,1781,29.667977324157427,12864,211.85655161166068,7,7,0,5,36,2,89,Malware
74,19,16.411368111154196,2909,57.53840371401996,22863,253.93558415141672,7,0,2,3,48,2,73,Malware
32,27,5.108193083193845,1125,48.07403688601548,26732,187.53192217050446,6,1,3,1,48,2,89,Malware
66,25,23.45682496897012,4430,38.63615922559178,18225,187.98919975527468,9,0,1,1,9,1,11,Malware
72,14,17.762454813214887,2526,21.099869390335837,24450,288.16863441066437,12,3,1,6,8,0,51,Malware
69,17,8.810623093588635,1840,31.265271873879154,12091,457.0275341171885,4,6,3,5,14,1,13,Malware
84,23,13.891028205224663,1982,48.70306595249613,17220,176.74773714450242,6,2,4,4,49,2,19,Malware
68,14,22.089820969157735,2341,51.02715390549881,26010,215.1480048496462,1,7,3,0,38,0,32,Benign
44,35,24.70140104029931,1011,22.230309907119945,23856,441.19525122061543,9,5,1,0,3,0,87,Benign
33,37,18.870076389903403,2500,43.10301052085096,5958,235.70251102420613,8,1,4,2,45,2,33,Malware
54,33,29.118773482728376,2317,14.750149606169995,22872,484.96536079588566,1,8,4,0,10,0,83,Benign
42,17,8.37321235108957,2463,11.160615372523221,26151,207.5681105854165,6,8,1,2,33,0,69,Malware
62,34,7.536371678372234,2830,37.433696171651064,23317,276.85736867943115,7,6,4,5,18,2,99,Malware
45,35,6.327328070534249,4925,21.218992714021436,18584,138.24397567709633,0,9,0,0,38,1,24,Benign
71,15,21.074835183483266,1515,13.945601562106642,10727,496.87031811944064,6,7,2,0,27,0,36,Benign
95,25,26.186951127033737,4887,46.491415644761496,10149,456.05681795024776,9,9,4,5,30,2,94,Malware
84,37,8.915641982675892,4462,34.89872941823225,27136,427.02490115044986,9,0,4,0,10,1,87,Benign
71,13,24.168368655661777,3363,49.81385054792253,28540,162.93698822437625,0,5,0,1,40,1,16,Benign
63,21,19.30843298568604,2703,43.197211984027845,9974,487.7432231391654,8,8,0,0,40,0,48,Benign
59,20,34.62033500453346,4079,46.4902469957745,28474,471.66051427196976,7,5,3,1,14,2,79,Malware
42,12,26.524208277992344,4579,25.36802906479499,25321,274.26857679900775,4,2,1,4,47,1,44,Malware
42,21,24.724200055748778,2147,23.163791284161817,8261,372.6548118805627,9,1,3,3,7,1,25,Malware
47,39,22.113492046170336,4443,40.04374460476306,15391,496.9833710768188,3,7,1,4,11,1,35,Malware
61,14,34.920985446491116,3361,20.004107019904218,15494,263.89808779983275,4,3,0,5,31,1,77,Malware
68,15,34.41377512563732,4256,50.770605781601056,28230,145.21827562163318,4,0,2,0,26,2,70,Benign
75,28,21.143453764835648,3594,36.146008448711925,28181,447.1116139275987,0,7,1,5,22,2,19,Benign
58,27,18.65550042002785,4656,21.34949661738805,18045,290.5940473769987,4,0,1,1,6,1,35,Malware
91,25,18.86344768105257,4954,41.25841161649542,14070,494.78778202370745,5,1,0,0,20,1,22,Benign
91,32,17.85027170970097,2548,57.251786754180884,10568,320.35714416192303,3,0,4,3,43,0,52,Malware
86,20,20.941949209889664,3086,14.104736329538705,9768,111.79104143568095,4,7,3,0,15,2,81,Benign
45,14,13.207528034431121,4155,15.467260365675148,18163,296.69078544175204,9,2,2,0,29,2,36,Benign
85,18,32.80366349343279,4092,52.191957343167,25597,387.2248517315842,7,8,1,3,31,1,21,Malware
39,12,19.706902443858056,3300,15.479688728343678,16886,110.41201128123186,3,6,4,3,10,0,68,Malware
59,39,30.260234355158275,3350,11.96876846764939,10177,265.3794857449715,6,5,0,3,14,2,51,Malware
54,17,19.2591102400286,1978,27.396529052323643,13046,162.2240801806305,2,5,1,3,9,0,41,Benign
34,15,26.548708217307286,3305,33.33529424607988,22254,357.2387284085434,2,9,4,0,24,1,25,Benign
94,13,15.1064589342974,4883,38.472221834534494,11601,482.9383395112165,2,0,3,0,37,2,59,Benign
78,21,23.744205731997816,4047,35.36501162821249,13897,349.8339618221172,3,7,0,0,28,0,44,Benign
32,21,19.95114336352758,3589,55.659228132905675,24073,377.95108255435565,11,9,4,2,19,2,31,Malware
74,34,16.013427696008296,3006,48.43340501958187,28493,258.6251601702438,3,2,4,3,29,1,80,Malware
43,30,31.44668783204003,3687,59.19051279308554,15451,325.25634758076654,3,2,1,2,20,2,91,Benign
59,25,8.381350482467269,2846,33.82277116126612,9581,317.5430838743439,5,2,3,5,15,1,50,Malware
97,19,19.60769444957331,3599,14.216480491958947,17059,403.84253810717763,7,8,0,2,40,0,56,Benign
47,31,10.831072197984103,3508,57.77653214714373,28671,442.7646588081181,3,4,0,0,36,0,20,Benign
91,23,30.831652736527744,4680,10.205658079454867,12034,365.1543777132399,4,1,3,0,32,0,16,Benign
66,22,12.604080341469903,1223,48.804800691952416,23351,491.92352076961845,5,3,2,2,20,1,72,Malware
54,18,24.00291020335465,3139,11.564101538583973,14444,431.3153570097998,6,6,1,8,21,0,77,Malware
77,16,9.96690545256062,1279,48.060709532581924,14444,149.85869956677004,2,9,4,0,36,1,26,Benign
94,21,17.1474100841251,2193,56.89694699240271,10080,302.99015935446846,2,0,1,0,28,0,34,Benign
82,14,31.980715869480928,2819,29.463014866552342,9438,461.29443147750806,9,1,3,1,38,1,68,Malware
44,27,9.981933332058214,2757,22.048242560985884,8128,477.5739474924855,0,7,4,1,6,2,46,Benign
78,13,24.89587476045019,3045,21.31395762559154,26719,252.0823753729592,5,7,2,5,5,0,83,Malware
97,11,11.135311116678643,4700,34.58588220751017,14858,390.2816246066098,3,2,3,1,7,2,63,Malware
41,12,17.472471575964974,1247,18.544351787839577,27206,264.2181934569513,9,4,1,0,45,1,89,Benign
88,35,21.218506531237978,2384,43.6461815329856,17581,149.46388887177275,8,7,4,3,47,1,21,Malware
66,21,22.319192545692434,2372,28.417617874418745,21186,453.8445219689673,7,9,0,0,24,0,26,Benign
90,12,23.07534012659466,3913,26.155474620162952,29603,472.7812490849231,6,8,4,1,35,2,18,Malware
72,13,24.203942461727667,4506,33.06427881282285,16801,301.90021250632265,7,1,4,6,29,1,41,Malware
99,15,13.153060930213925,4477,37.12937512198759,14811,107.3229723280575,2,9,3,0,48,0,91,Benign
68,21,17.04102457151477,4672,17.09651311293979,22728,426.4145002785039,3,7,2,1,14,2,66,Benign
85,28,6.119559907251933,3125,45.38816818984217,17105,290.7841464923164,7,2,4,3,35,0,97,Benign
92,19,28.062709295941254,3505,54.147354995266305,26052,130.01134301662742,9,8,4,6,4,2,17,Malware
75,39,30.11298505366707,3633,23.89934581005909,16960,175.75659314859794,11,4,2,3,18,1,42,Malware
40,10,10.977102904566365,4463,19.019545091474242,29064,160.84773609217137,11,4,2,3,48,1,21,Malware
91,26,11.043318938890454,4085,48.02527118595318,23162,374.5115465278857,7,3,4,0,22,1,43,Benign
54,25,6.261092065712621,1044,19.177086188282473,8103,219.76379714699124,7,7,0,7,40,2,76,Malware
81,18,34.11151468377462,3085,12.062758018147832,10866,151.0762069245773,4,0,0,2,30,2,61,Benign
33,34,29.215597043516873,1415,40.96216101913895,10530,467.0595304943374,0,5,0,0,42,0,10,Benign
88,30,15.821096087180962,3292,21.98757081526751,8088,482.6124236063213,9,6,3,1,43,1,38,Malware
49,18,19.45724814409476,4133,18.590520446427984,29475,155.4303491067889,1,7,3,0,15,2,14,Benign
92,36,13.759008819526057,3540,59.08013708572531,28128,192.09434132394983,5,3,0,0,43,1,47,Benign
83,32,22.91731904966253,4679,24.593249169986382,10171,336.8482878425664,5,8,0,8,9,2,30,Benign
86,18,26.519252370005248,3370,55.17216451077679,9465,160.20313979938962,9,2,0,0,20,2,68,Benign
70,21,18.42105433975616,2275,18.910938294430217,29739,163.43667716144475,4,7,2,4,4,2,29,Malware
32,32,31.207825798748704,3515,50.94885660312176,11593,234.63041669495604,9,9,1,1,1,0,97,Malware
35,18,20.5107758665643,2084,35.1009436524241,28071,479.66813314720207,2,9,3,3,18,1,52,Benign
34,24,9.327598072334323,4852,13.929738455799765,5350,484.9768785425074,7,4,3,0,4,2,71,Benign
34,11,23.66874127512925,2142,46.68026468217862,11522,436.71529993014803,1,4,3,3,28,2,46,Benign
83,20,18.866928977234075,1086,54.603668586739,18750,378.28516717162023,5,6,1,4,7,0,11,Malware
76,20,33.07015589245177,4666,18.150849516776077,5200,388.26934634270106,5,4,4,1,14,1,72,Benign
78,17,16.756817628077403,3127,46.27951211680877,28658,287.82913723496034,5,6,3,3,40,2,83,Malware
38,32,17.08597217450312,1227,32.25262595365619,7552,312.06185126221953,8,8,4,2,38,1,52,Malware
49,15,24.523201693448307,3530,47.69352266283592,28539,353.7810640023952,4,4,2,1,17,0,39,Benign
90,30,20.80958654979284,2838,45.69639740926529,12551,392.51465499783563,9,1,0,1,39,0,48,Benign
64,29,16.233496326153045,1622,11.33001152315027,21207,138.73846900422052,3,9,0,0,6,1,75,Benign
79,16,34.693232470402684,4953,18.93605179835776,17120,189.95480387182204,3,5,2,0,26,1,12,Benign
91,12,14.065565299982506,4381,33.55136214661372,20655,485.1772765210716,1,8,0,0,41,1,85,Benign
46,17,13.325863759550856,2606,56.67970859560401,6051,234.05690618423156,8,8,2,0,4,1,10,Benign
32,27,30.932828855663104,3995,27.103672837740074,29862,207.38968432328116,4,4,0,3,28,2,10,Malware
61,26,5.101188306516665,1484,41.44367351400909,15870,268.76452484972924,4,1,2,4,13,0,38,Malware
42,20,11.03759482714723,3887,10.60418727572144,28894,216.36830017330482,3,5,2,0,34,2,18,Benign
97,11,22.713400647859284,1024,45.55634607734721,20001,136.47207702074206,5,3,0,4,46,2,21,Malware
43,34,9.873515835339946,2814,40.15341313764023,14987,183.1844527616813,8,3,4,0,18,2,66,Benign
40,30,34.57411768170765,2225,45.769737330788296,8558,356.0639190329333,6,2,3,0,24,2,21,Benign
85,36,18.92586867264893,4997,55.23303065124725,13298,189.2730228210931,1,0,3,1,30,0,83,Benign
96,33,22.920922248816527,2248,17.3249466558905,23937,359.06687867793414,3,8,1,0,10,0,31,Benign
58,28,9.811203953155793,1778,23.079479800403355,8513,140.03235796138802,4,5,1,8,2,2,92,Benign
38,16,13.681343026157835,4581,59.7890446084071,29692,116.7505398369903,9,9,0,2,43,2,86,Benign
96,27,23.438743480382467,1930,17.81419792548135,14460,444.62707306367685,3,2,3,0,29,0,48,Benign
54,17,21.48660119859193,3842,46.031350326301315,27606,404.0104782166772,3,0,1,8,1,0,93,Benign
71,23,28.53091836323498,4700,46.253795525545094,12653,366.4110731385493,3,5,3,0,17,0,59,Benign
38,16,13.076995357229485,2602,44.14968731177847,5022,112.35969317474601,9,3,2,1,22,0,69,Malware
69,37,24.606264401196018,2582,21.372029465728883,20556,195.7415740614957,6,0,4,0,26,2,45,Benign
54,30,13.729265172465963,1752,20.756703160693537,21744,424.92573086090425,7,9,2,4,10,0,99,Malware
34,37,22.602578592383612,2713,43.3170534017394,9795,157.8670660234178,0,3,1,0,8,2,97,Benign
40,36,23.150929030556256,4591,19.312509222960802,6450,425.1413759575055,5,1,1,8,20,1,71,Benign
88,13,8.655173340634663,4254,43.07816658702687,29792,333.69341988367205,5,2,0,6,22,2,88,Malware
67,26,21.458993320587982,2100,34.62641410126591,27169,396.1473471187917,8,9,4,5,48,0,67,Malware
34,14,5.358148998625475,1425,29.331443382469203,7754,357.80283138046923,7,9,4,2,24,2,67,Malware
77,21,20.036322541240743,4138,25.011617468897285,22011,266.7958320335018,9,6,3,1,22,0,49,Malware
47,18,25.92565665824225,1659,57.37884666615583,24651,216.79093955876976,8,6,0,6,23,1,53,Malware
99,35,7.184981869699661,2517,35.40468288713938,5566,369.09167143633886,5,4,4,0,49,0,93,Benign
66,29,33.161324492510815,3732,38.0625981255481,8758,422.7651527219577,8,9,1,1,28,0,72,Malware
89,22,18.76266595968363,1546,57.46280423433927,21337,117.8930544647447,9,1,2,3,2,0,32,Malware
77,34,33.152488268721854,2100,42.693865904856686,15682,251.96357348953225,5,8,2,4,42,0,30,Malware
57,37,8.221952710733975,3963,57.892646387841374,7020,240.2919136719452,6,8,4,0,37,2,25,Benign
98,27,33.497077832586044,4863,15.318337026134923,8530,323.78833618338103,11,8,2,2,4,0,77,Malware
69,29,8.275912982760403,4768,52.331981588620195,23890,145.5700225551199,5,5,1,3,37,1,17,Benign
74,18,18.84487395354008,3102,26.770731401154542,16747,473.36776405571175,8,0,3,2,21,2,55,Benign
91,13,33.13976200180597,4976,50.52437625351706,15383,319.40410737352903,8,5,1,3,26,0,27,Malware
87,30,11.981246011666146,4677,52.78183120974893,25793,469.50112171351157,3,7,4,0,15,1,32,Benign
96,36,6.043549425762022,2496,23.57439430712779,16114,426.77636938466026,6,3,1,5,35,2,91,Malware
85,17,28.793320250846627,4727,30.441530825773945,24712,176.65554492607254,4,5,1,3,47,2,46,Malware
69,10,22.876509130070296,4318,46.3007177157452,19974,152.93560491718287,7,7,2,0,15,0,73,Benign
69,26,20.41763578704322,2462,14.952781544848534,21857,444.5000960003713,8,5,3,4,22,1,89,Malware
62,34,6.030301530596551,2735,47.776676716967,5605,314.4400890336876,3,3,0,0,1,2,99,Benign
35,18,24.596938064205354,2771,15.523646302737202,10683,107.89709915915937,10,6,4,5,26,0,99,Malware
48,29,10.148700556536944,3361,55.7227866134029,24986,473.69069937574386,7,4,4,1,10,0,91,Benign
69,22,32.93590040614086,2343,23.81696466481767,18669,289.21135975722575,3,0,1,6,20,1,60,Malware
88,11,25.57180853227046,3267,38.77996734336779,12404,220.37452070095827,10,2,2,2,48,0,44,Malware
88,22,26.211016641015096,4915,15.85767500381364,8754,306.6391484682589,6,2,2,7,1,1,29,Malware
77,18,11.977408178338413,2394,23.474657733123934,25754,429.1673561736621,10,0,4,8,12,2,29,Malware
70,39,31.422615141701552,2239,30.197752174355273,8878,144.11709401431617,2,3,0,0,41,2,41,Benign
42,29,21.131977123496032,1048,34.35244383415072,8743,243.573161295013,2,1,0,3,24,0,84,Benign
74,15,30.712525334426914,2820,10.003374882328721,9847,227.54666929822338,1,9,3,0,26,1,72,Benign
82,37,13.12842424496828,3510,54.43278811902342,20936,435.8598080112591,4,0,1,0,43,2,86,Benign
71,10,27.663851392947382,3165,10.383740477943856,15456,411.3869103908849,8,5,4,1,2,1,22,Malware
92,37,22.237007109801425,3129,48.68422814972125,10678,260.0416138307728,0,6,0,0,20,2,80,Benign
56,34,6.4525791743174485,4334,33.52894561781855,11097,365.79532386582395,5,3,0,0,19,1,95,Benign
67,14,17.16026971319861,4660,36.19400124506882,22059,257.77819291791275,6,4,2,0,25,2,36,Benign
89,12,10.517313953703946,2746,20.413273966727044,9053,328.52553532649347,1,8,3,1,39,1,49,Benign
36,13,15.775207636362683,1495,40.36841751728521,5709,496.4861178500477,0,7,4,1,1,2,79,Benign
34,10,16.500549027956673,1633,36.86159545847261,5922,314.22978689422985,6,1,3,0,31,0,68,Benign
74,23,19.24785059085154,3884,18.21182033101477,8399,495.4298931322027,5,9,0,0,4,1,38,Benign
87,18,23.008713281853893,1601,21.905950067460957,5407,398.87964250589744,2,2,3,2,3,0,39,Benign
60,39,22.129329574945977,3817,13.345181450622858,17435,148.2889161052559,1,8,0,0,36,2,96,Benign
52,33,6.169742141149852,3720,13.314178604472634,22493,418.3864674401387,1,4,2,1,11,1,44,Benign
71,13,27.520676554661655,1175,10.688789297621328,8592,164.51425658792607,1,0,1,1,19,2,64,Benign
39,27,33.47551653418304,3852,21.02371627415419,17790,312.93144335464507,11,8,4,6,9,2,78,Malware
61,23,15.460438669549,4160,43.983061369852784,19567,345.2980937862476,0,7,1,0,42,0,12,Benign
82,34,10.392407040147756,1638,25.810769407117814,25343,456.89218208774406,2,9,3,0,41,0,51,Benign
59,13,21.200046893461558,4430,27.136713493368834,28025,184.1696841028459,11,6,0,5,20,0,48,Malware
68,34,26.14738784732432,4357,16.595269662772235,6490,450.37682894554507,5,6,1,0,9,2,53,Benign
60,19,25.367146835829896,1296,38.773533382821,19582,473.79751038332046,7,7,2,6,18,0,88,Malware
31,12,23.36328732502575,2283,27.107182077336862,25584,135.79494050382732,1,3,3,1,45,0,75,Benign
41,32,9.386967563846257,2874,43.815840171510736,22865,454.11404720480897,10,6,3,4,36,1,64,Malware
68,16,30.10474683208995,1474,47.07297344212767,6280,203.6720194430988,6,7,1,0,42,1,40,Benign
95,19,17.76864687256446,4827,39.234643762419104,19810,132.40037975285503,6,9,3,5,32,0,42,Malware
42,22,11.6440574909561,2646,23.803476840601814,21178,483.4297423673297,9,2,4,5,4,0,23,Malware
75,13,7.587984231892895,2958,35.43038996686272,9854,256.8813948998363,5,1,1,4,30,0,58,Malware
56,27,17.50157344919147,3583,22.596540234115167,14066,349.19340205478784,11,1,1,1,11,0,38,Malware
46,20,23.53919140541922,4633,55.145641767695906,13055,321.1492479181261,7,6,2,3,42,2,17,Benign
89,34,24.96133127454523,2060,48.319287504127864,29687,185.27276986393298,10,8,3,5,19,2,86,Malware
93,13,33.8821073419177,4252,34.650295300278316,27550,367.82629126682605,5,7,2,13,18,1,58,Malware
64,33,9.594442509912723,2788,58.27285715890733,12080,118.44599560290598,4,9,3,1,45,0,25,Benign
99,23,34.57320995592656,1024,37.337772336509396,13061,181.23797052479733,10,9,1,2,5,1,98,Malware
59,27,24.640276417166838,1348,26.426773847847407,11458,477.8655003735778,2,6,3,0,43,2,69,Benign
92,17,18.626871731216042,1636,14.773365039702355,13393,481.40300983630664,1,8,2,0,38,0,49,Benign
57,36,31.645826775444778,4614,37.18728224067068,20860,293.0620767253814,9,3,1,3,19,0,42,Malware
89,19,25.834392258601785,4820,53.02083057906728,15845,167.62869556551144,3,9,3,4,20,2,12,Malware
66,14,15.461516445710457,1226,53.33593640782244,26136,268.6480244139813,6,6,2,4,2,1,22,Malware
51,32,31.52257089729385,2371,40.228353334137424,22915,450.8283333167597,2,4,3,4,19,2,55,Malware
97,16,24.998463704586044,1037,29.67191816171064,14581,128.10962177441655,0,0,2,0,37,1,86,Benign
49,21,25.965120673826583,2406,42.51481540453399,13722,151.14743086540545,4,9,4,3,43,0,35,Malware
97,34,31.891696642580783,3617,48.10701772795198,21081,458.2611383424243,9,3,2,0,11,2,43,Benign
93,12,18.452486239071657,3283,30.58123921970631,23001,266.15336027709805,5,0,0,1,13,2,20,Malware
46,35,24.707123178792695,2204,33.812708460746265,17333,133.3834420569505,5,0,3,0,20,2,42,Benign
41,13,27.34067064913341,3161,44.03081536889715,10154,155.68363086959263,9,6,0,0,42,0,94,Benign
51,19,18.618201743923446,3353,53.83263030513732,27038,452.97927118431744,4,2,4,4,42,0,96,Malware
46,13,7.503563472133803,3179,49.55051890711375,29940,296.04134864980466,6,8,2,4,2,1,49,Malware
39,24,28.143193072830822,1347,11.119568466017434,19805,165.1977231444978,3,6,1,3,9,0,94,Malware
94,38,6.434490582300855,2203,16.21861718922939,8371,457.62390197124614,6,5,1,0,45,0,48,Benign
51,19,26.537432051682146,3462,52.63890901427609,16016,438.1115556715029,7,1,2,5,7,1,55,Malware
79,30,32.326256255736595,1982,51.69114140225168,27943,109.20934031532158,4,4,4,5,4,2,91,Malware
43,39,15.409069951100555,4661,29.44033915743546,26849,332.39604309978876,6,7,2,5,48,2,84,Malware
93,31,8.061853554134805,1731,39.21389611788328,22756,197.73466015228308,3,3,1,0,2,0,90,Benign
76,25,11.985919693725233,3701,55.29224912143231,20034,313.25432479222576,2,7,1,0,23,2,51,Benign
58,24,21.868446923761773,3432,55.57793405035482,16049,211.70733288213228,7,8,1,1,1,1,10,Benign
65,28,33.279792293182595,3559,49.15464228804454,7237,226.35051235678844,8,7,2,1,49,2,76,Malware
81,38,20.368481896583503,2066,20.47944691798395,8474,340.7410129730322,13,5,4,2,5,0,78,Malware
36,29,8.382118645900889,2503,46.514140367697244,9444,315.5436711070909,9,1,4,0,32,1,33,Benign
58,28,23.83349521149014,2141,15.054921617352832,25852,258.0769591123229,2,7,4,1,19,2,48,Benign
40,27,26.98534810363824,2594,54.69692297272845,10758,143.02718873160623,3,3,1,0,31,2,91,Benign
62,35,16.798510099783726,3108,17.457440178935727,8576,487.7695594318463,7,0,3,0,4,2,63,Benign
35,21,26.645421930362435,3600,43.117432005572546,16554,169.8422201880205,9,4,2,0,7,1,57,Benign
61,34,14.744684454175692,2809,40.512163712617436,17235,353.246897982556,5,2,1,4,32,1,29,Malware
80,25,28.6727045478924,3235,48.844982793979156,25359,133.0979050816258,4,2,4,0,33,1,11,Benign
87,10,15.23216478710207,1452,37.57887511792278,14176,375.3251330182474,5,6,2,4,6,1,17,Malware
55,25,12.683212748018779,3894,12.978328768786609,10674,137.9359133535611,4,0,4,2,34,2,75,Benign
75,11,31.37544217674725,3234,45.292312702207454,22910,191.8033366023927,8,2,0,5,15,0,52,Malware
58,33,21.454202635261886,3985,29.157727941763397,28173,358.7940797512152,8,9,1,1,28,0,91,Benign
33,24,13.554688662250543,4535,26.014250060955494,6036,213.1740767777414,13,5,4,2,16,2,83,Malware
42,16,33.052606689412016,2763,59.58367747668674,26002,313.1403260591694,5,7,0,4,21,2,76,Malware
68,37,25.725535263981477,1163,39.51998829798639,7230,149.8021573349637,10,5,4,6,22,1,53,Malware
